,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-daa50d87087e11ebbd6bac1f6bf848b6,True,False,False,True,"Hayden Carruth ( August 3, 1921 –","Hayden Carruth ( August 3, 1921 –",orig,"Who is younger, Hayden Carruth or Thomas Watson Jr.?","Who is older, Hayden Carruth or Thomas Watson Jr.?",0.4,0.0,0.0,0.0,Fail,1,0,younger,older
2wiki-f8cad196088411ebbd6dac1f6bf848b6,True,False,False,True,"Henri Rollin ( November 9, 1885 – April","Henri Rollin (November 9, 1885 – April",switched,"Who was born first, Henri Rollin or Ahmed Abdel Aziz El-Askalani?","Who was born last, Henri Rollin or Ahmed Abdel Aziz El-Askalani?",0.3636363636363636,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-3f5465e9086511ebbd5eac1f6bf848b6,True,False,False,True,Nethaji (26 August 1964 - 10 November,Nethaji (1996),orig,"Which film came out first, Radiostars or Nethaji?","Which film came out last, Radiostars or Nethaji?",0.25,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-d4520997087611ebbd67ac1f6bf848b6,True,False,False,False,George Deardorff Mccreary (,,orig,"Who died earlier, Larry Burrows or George Deardorff Mccreary?","Who died later, Larry Burrows or George Deardorff Mccreary?",0.8571428571428571,0.0,0.0,0.0,Doubled_or_neither,1,0,earlier,later
2wiki-071f137f089e11ebbd78ac1f6bf848b6,True,False,True,False,Nathan Straus Jr.,"Eagle Keys ( December 20, 2012 ) was still",orig,"Who died first, Nathan Straus Jr. or Eagle Keys?","Who died last, Nathan Straus Jr. or Eagle Keys?",0.5714285714285715,0.33333333333333337,0.0,0.0,Correct,1,1,first,last
2wiki-84d85d3908c711ebbd91ac1f6bf848b6,True,False,True,False,Edward Meade,Benny Johansson.,switched,"Who was born earlier, Edward Meade or Benny Johansson?","Who was born later, Edward Meade or Benny Johansson?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
2wiki-a1f4dd45085c11ebbd5cac1f6bf848b6,False,False,False,False,,,switched,"Who is younger, Kurt Schmücker or Louis, Duke of Blacas?","Who is older, Kurt Schmücker or Louis, Duke of Blacas?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-cd5e2ef908fd11ebbdadac1f6bf848b6,True,False,True,False,Dr. Sex,Wajib ( Film),switched,"Which film came out earlier, Wajib (Film) or Dr. Sex?","Which film came out later, Wajib (Film) or Dr. Sex?",0.4,0.5,0.0,0.0,Correct,1,1,earlier,later
2wiki-bba37d5a08b011ebbd85ac1f6bf848b6,False,True,True,False,Evangelina Yolanda Salazar was born earlier,Evangelina Yolanda Salazar,orig,"Who was born earlier, Evangelina Salazar or Bernard Wiseman?","Who was born later, Evangelina Salazar or Bernard Wiseman?",0.0,0.8,0.0,0.0,Fail,0,1,earlier,later
2wiki-d88a810008b211ebbd85ac1f6bf848b6,True,False,True,True,Mikami Taku (  22 March 1905 –,Élie Baup is younger than Taku.,switched,"Who is older, Élie Baup or Mikami Taku?","Who is younger, Élie Baup or Mikami Taku?",0.4,0.4444444444444445,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-bd6cbf67086211ebbd5dac1f6bf848b6,True,False,False,True,Antonio Das Mortes. Antonio Das Mortes is,Antonio Das Mortes ( 1969 Brazilian Western Film directed,switched,"Which film was released first, Antonio Das Mortes or Cold Blooded (Film)?","Which film was released last, Antonio Das Mortes or Cold Blooded (Film)?",0.5454545454545454,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5a7bdb235542990527d55427,True,False,True,False,Anthony Mann,"Roy Rowland (December 31, 1910 – June",switched,"Who was born earlier, Anthony Mann or Roy Rowland?","Who was born later, Anthony Mann or Roy Rowland?",1.0,0.4,1.0,0.0,Correct,1,1,earlier,later
2wiki-86c0eb12085211ebbd58ac1f6bf848b6,False,False,True,False,,The answer to this example can be: Frances Corner,switched,Who was born first out of Frances Corner and Frederik Otto Scheel?,Who was born last out of Frances Corner and Frederik Otto Scheel?,0.0,0.33333333333333337,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-3d1b957008ac11ebbd82ac1f6bf848b6,True,False,False,False,Maang Bharo Sajana (1980,,switched,"Which film came out first, Escape from Tomorrow or Maang Bharo Sajana?","Which film came out last, Escape from Tomorrow or Maang Bharo Sajana?",0.8571428571428571,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-5a04ae63085f11ebbd5cac1f6bf848b6,True,False,False,True,Karel Šejna,Karel Šejna,orig,"Who was born first, Karel Šejna or Roberto Citran?","Who was born last, Karel Šejna or Roberto Citran?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-45c1a4e608a011ebbd78ac1f6bf848b6,True,False,True,False,"Miloš Milinović, based on","Robert C. Carpenter ( June 18, 1924 –",orig,"Who is younger, Robert C. Carpenter or Miloš Milinović?","Who is older, Robert C. Carpenter or Miloš Milinović?",0.5714285714285715,0.30769230769230765,0.0,0.0,Correct,1,1,younger,older
2wiki-1395bb1e090511ebbdadac1f6bf848b6,False,False,True,False,,Ossos was released last. Ossos,orig,"Which film was released first, Ossos or Dr. Popaul?","Which film was released last, Ossos or Dr. Popaul?",0.0,0.2857142857142857,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-e9722f26096611ebbdafac1f6bf848b6,True,False,False,True,El Misterio De Huracán Ramí,El Misterio De Huracán Ramí,orig,"Which film was released more recently, Rossana (Film) or El Misterio De Huracán Ramírez?","Which film was released earlier, Rossana (Film) or El Misterio De Huracán Ramírez?",0.8000000000000002,0.0,0.0,0.0,Fail,1,0,recently,earlier
2wiki-baf9a79608c711ebbd91ac1f6bf848b6,False,True,True,False,Jens Köppen (born 6 January 1966,Jens Köppen,orig,"Who was born later, Malika Kishino or Jens Köppen?","Who was born earlier, Malika Kishino or Jens Köppen?",0.0,1.0,0.0,1.0,Fail,0,1,later,earlier
2wiki-02b32a5708c511ebbd8eac1f6bf848b6,True,False,True,False,"Nelson Dingley Jr. ( February 15,",Roy Chaderton Matos. He was born on,switched,"Who was born first, Nelson Dingley Jr. or Roy Chaderton?","Who was born last, Nelson Dingley Jr. or Roy Chaderton?",0.36363636363636365,0.4,0.0,0.0,Correct,1,1,first,last
2wiki-1ce69fc108f211ebbdaaac1f6bf848b6,True,False,False,True,Jean David-Weill was born earlier. (,Jean David-Weill,orig,"Who was born earlier, Russell Johnson or Jean David-Weill?","Who was born later, Russell Johnson or Jean David-Weill?",0.4444444444444445,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-e6a57ff6089e11ebbd78ac1f6bf848b6,True,False,False,True,Ger Van Mourik (4 August 1931 –,Ger Van Mourik.,orig,Who was born first out of Felipe Ribeiro (Footballer) and Ger Van Mourik?,Who was born last out of Felipe Ribeiro (Footballer) and Ger Van Mourik?,0.6,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5a7da0c25542995ed0d1664d,True,False,False,True,Menno Oosting,Menno Oosting,orig,Which tennis player was born first out of Menno Oosting and Anna-Lena Grönefeld?,Which tennis player was born last out of Menno Oosting and Anna-Lena Grönefeld?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-e8b9ec6908cc11ebbd93ac1f6bf848b6,True,False,True,False,Issiaka Bamba is younger. Issi,Stamatios Kolethras,orig,"Who is younger, Stamatios Kolethras or Issiaka Bamba?","Who is older, Stamatios Kolethras or Issiaka Bamba?",0.5,1.0,0.0,1.0,Correct,1,1,younger,older
2wiki-53c0ed9e08c111ebbd8bac1f6bf848b6,True,False,False,True,Leonard William Fraser,Leonard William Fraser. The answer is Leonard William Fraser,switched,Who was born first out of Leonard William Fraser and Donald Collier?,Who was born last out of Leonard William Fraser and Donald Collier?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-99534329087111ebbd63ac1f6bf848b6,False,False,False,True,,Simon Ingersoll,switched,Who was born first out of Pejiño and Simon Ingersoll?,Who was born last out of Pejiño and Simon Ingersoll?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-65883d08088e11ebbd70ac1f6bf848b6,False,False,False,True,,"Bob Perani (August 7, 1942 – April",orig,"Who died later, Bob Perani or Steve Race?","Who died earlier, Bob Perani or Steve Race?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-c899aab208f711ebbdaaac1f6bf848b6,False,False,False,False,,,orig,Who was born first out of Jed Rees and John Lwin?,Who was born last out of Jed Rees and John Lwin?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-eedd90fc087911ebbd67ac1f6bf848b6,False,False,False,False,,,orig,"Who is older, Ernesto Garzón Valdés or Oleg Ladik?","Who is younger, Ernesto Garzón Valdés or Oleg Ladik?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-2c2f1033085411ebbd59ac1f6bf848b6,False,True,True,False,Jake Deitchler was born first.,"Jake Deitchler (born December 1, 1989",switched,Who was born first out of Jake Deitchler and Ken Debauche?,Who was born last out of Jake Deitchler and Ken Debauche?,0.0,0.4444444444444445,0.0,0.0,Fail,0,1,first,last
2wiki-64665fad088e11ebbd70ac1f6bf848b6,True,False,True,False,Antero Immonen,Wagner Moura.,switched,"Who was born earlier, Antero Immonen or Wagner Moura?","Who was born later, Antero Immonen or Wagner Moura?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
2wiki-d2b3fa3308f211ebbdaaac1f6bf848b6,False,False,True,False,,"George William Vella, born April 24, 1942",orig,"Who was born earlier, Peter Hoagland or George Vella?","Who was born later, Peter Hoagland or George Vella?",0.0,0.3636363636363636,0.0,0.0,Doubled_or_neither,0,1,earlier,later
2wiki-f51ebae908fa11ebbdacac1f6bf848b6,False,True,True,False,Juan Caballero,Juan Caballero. Juan Caballero was,switched,"Who was born first, Juan Caballero or Jacques Yaméogo?","Who was born last, Juan Caballero or Jacques Yaméogo?",0.0,0.5,0.0,0.0,Fail,0,1,first,last
2wiki-e50f718f089811ebbd77ac1f6bf848b6,True,False,True,False,Fatimah Tuggar ( born 15 August,Ray Stanford Strong.,orig,"Who is younger, Fatimah Tuggar or Ray Strong?","Who is older, Fatimah Tuggar or Ray Strong?",0.5,0.6666666666666666,0.0,0.0,Correct,1,1,younger,older
2wiki-bfcd2106093b11ebbdaeac1f6bf848b6,True,False,True,False,Entlassen Auf Bewährung,A Moslem,orig,"Which film was released first, Entlassen Auf Bewährung or A Moslem?","Which film was released last, Entlassen Auf Bewährung or A Moslem?",1.0,0.6666666666666666,1.0,0.0,Correct,1,1,first,last
2wiki-6892e5e7086111ebbd5dac1f6bf848b6,True,False,False,False,Pooveli,Miracle of a Giving Fool( �,switched,"Which film came out first, Babo or Pooveli?","Which film came out last, Babo or Pooveli?",1.0,0.0,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-6ea099fc08ec11ebbda7ac1f6bf848b6,True,False,False,True,"John W. Whelan (November 1,","John W. Whelan (November 1,",switched,"Who was born first, John W. Whelan or Facundo Castelli?","Who was born last, John W. Whelan or Facundo Castelli?",0.4,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-54203fef086811ebbd5eac1f6bf848b6,True,False,True,False,Pádraig Kennelly was born earlier.,Jean-Claude Ameisen was born later,orig,"Who was born earlier, Pádraig Kennelly or Jean-Claude Ameisen?","Who was born later, Pádraig Kennelly or Jean-Claude Ameisen?",0.5,0.5714285714285715,0.0,0.0,Correct,1,1,earlier,later
2wiki-25bf832308c611ebbd90ac1f6bf848b6,False,False,False,False,,,orig,Who was born first out of Tom Kaak and David Gruby?,Who was born last out of Tom Kaak and David Gruby?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-0b2e72ee08f211ebbdaaac1f6bf848b6,True,False,False,True,Trần Văn Cẩ,Trần Văn Cẩ,orig,Who was born first out of Moeava Mausalii and Trần Văn Cẩn?,Who was born last out of Moeava Mausalii and Trần Văn Cẩn?,0.6666666666666666,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-db84e3ed088e11ebbd70ac1f6bf848b6,False,False,False,True,,Abraham Genoels II ( 25 May 1640,switched,Was Abraham Genoels or Shubhangi Kulkarni born first?,Was Abraham Genoels or Shubhangi Kulkarni born last?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-2e113c3308c611ebbd90ac1f6bf848b6,True,False,False,False,Jean Paul Morel.,,switched,"Who was born earlier, Jean Paul Morel or Shubham Rohilla?","Who was born later, Jean Paul Morel or Shubham Rohilla?",0.8571428571428571,0.0,0.0,0.0,Doubled_or_neither,1,0,earlier,later
2wiki-ac0374a808b111ebbd85ac1f6bf848b6,True,False,True,False,Instituto Loyola was opened first. Instit,St. Andrew'S Episcopal School (Miss,orig,"Which school was opened first, Instituto Loyola or St. Andrew\'S Episcopal School (Mississippi)?","Which school was opened last, Instituto Loyola or St. Andrew\'S Episcopal School (Mississippi)?",0.4444444444444445,0.3333333333333333,0.0,0.0,Correct,1,1,first,last
2wiki-01c3fa8c08a211ebbd7aac1f6bf848b6,True,False,True,False,Hansgeorg Bätcher,Genís Montolio Lafuente ( 23,switched,Was Genís Montolio or Hansgeorg Bätcher born first?,Was Genís Montolio or Hansgeorg Bätcher born last?,1.0,0.5714285714285715,1.0,0.0,Correct,1,1,first,last
2wiki-5d3a874808e811ebbda6ac1f6bf848b6,False,False,False,False,,,orig,"Who is older, Surendra Dubey or Femi Hollinger-Janzen?","Who is younger, Surendra Dubey or Femi Hollinger-Janzen?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-10e3c9d708c111ebbd8aac1f6bf848b6,True,False,True,False,Ismail Mahmoud,Rebecca Jane Brown,orig,"Who is older, Ismail Mahmoud or Rebecca Jane Brown?","Who is younger, Ismail Mahmoud or Rebecca Jane Brown?",1.0,1.0,1.0,1.0,Correct,1,1,older,younger
hotpot-5a75e8aa55429976ec32bc9b,True,False,False,True,The Battle of Gettysburg,The Battle of Gettysburg was fought on July 1,switched,"Which battle occurred first in history, The Battle of Hürtgen Forest or The Battle of Gettysburg?","Which battle occurred last in history, The Battle of Hürtgen Forest or The Battle of Gettysburg?",1.0,0.42857142857142855,1.0,0.0,Fail,1,0,first,last
2wiki-9dd35290093811ebbdaeac1f6bf848b6,True,False,True,False,Kisapmata. Kisapm,Zalzalaa,orig,"Which film came out earlier, Zalzalaa or Kisapmata?","Which film came out later, Zalzalaa or Kisapmata?",0.5,1.0,0.0,1.0,Correct,1,1,earlier,later
2wiki-93e074c6089211ebbd73ac1f6bf848b6,False,False,True,False,,Vinay Katiyar,switched,"Who was born earlier, Vinay Katiyar or Yevhen Cherepovsky?","Who was born later, Vinay Katiyar or Yevhen Cherepovsky?",0.0,1.0,0.0,1.0,Doubled_or_neither,0,1,earlier,later
2wiki-adc83b6b084911ebbd55ac1f6bf848b6,True,False,True,True,Velimir Varga (born 26 January 1980,Velimir Varga. Brian Merriweather,switched,"Who was born later, Velimir Varga or Brian Merriweather?","Who was born earlier, Velimir Varga or Brian Merriweather?",0.5,0.5714285714285715,0.0,0.0,Doubled_or_neither,1,0,later,earlier
2wiki-d4d09c00091711ebbdaeac1f6bf848b6,True,False,False,True,Kedar Gouri,Kedar Gouri (1954) was released last,orig,"Which film was released first, Kedar Gouri or Tholi Muddhu?","Which film was released last, Kedar Gouri or Tholi Muddhu?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-0642cbdc088f11ebbd70ac1f6bf848b6,True,False,True,False,Héctor Campos Parsi,"Brian Pederson ( born May 6, 1981 )",switched,"Who is older, Brian Pederson or Héctor Campos Parsi?","Who is younger, Brian Pederson or Héctor Campos Parsi?",1.0,0.3636363636363636,1.0,0.0,Correct,1,1,older,younger
2wiki-2bf47af6088d11ebbd70ac1f6bf848b6,True,False,True,False,"Paul Dyer Merica ( March 17, 1889","Evan Alan MacLane ( born November 4,",orig,Was Paul Dyer Merica or Evan Maclane born first?,Was Paul Dyer Merica or Evan Maclane born last?,0.5454545454545454,0.2,0.0,0.0,Correct,1,1,first,last
2wiki-cfc18709096611ebbdafac1f6bf848b6,True,False,True,False,On The Old Spanish Trail,"Porno Holocaust (1981) was released last,",orig,"Which film was released first, On The Old Spanish Trail or Porno Holocaust?","Which film was released last, On The Old Spanish Trail or Porno Holocaust?",1.0,0.4444444444444445,1.0,0.0,Correct,1,1,first,last
2wiki-b1aba655096111ebbdafac1f6bf848b6,True,False,True,False,C. A. Seydel Söhne,Mytilineos Holdings,orig,"Which one was established first, C. A. Seydel Söhne or Mytilineos Holdings?","Which one was established last, C. A. Seydel Söhne or Mytilineos Holdings?",0.4,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-4506c462089d11ebbd78ac1f6bf848b6,True,False,True,False,Roddy Doyle ( born 8 May 1958) is,Pierre-Luc Labbé ( born May 14,orig,"Who is older, Roddy Doyle or Pierre-Luc Labbé?","Who is younger, Roddy Doyle or Pierre-Luc Labbé?",0.4,0.5,0.0,0.0,Correct,1,1,older,younger
2wiki-1ad0ccaa085a11ebbd5bac1f6bf848b6,True,False,True,False,Walter Habersatter ( 14 March 1930 – 30,Dominic Aloysius Vendargon,orig,"Who was born later, Dominic Vendargon or Walter Habersatter?","Who was born earlier, Dominic Vendargon or Walter Habersatter?",0.4,0.8,0.0,0.0,Correct,1,1,later,earlier
2wiki-386a131d087511ebbd67ac1f6bf848b6,True,False,True,False,The Skeleton Key. (The film released later,The History Boys (Film),switched,"Which film was released earlier, The History Boys (Film) or The Skeleton Key?","Which film was released later, The History Boys (Film) or The Skeleton Key?",0.5454545454545454,0.75,0.0,0.0,Correct,1,1,earlier,later
2wiki-670b448e095d11ebbdaeac1f6bf848b6,True,False,True,False,Island Wives,Theater of Horror. Hideshi Hino,orig,"Which film was released earlier, Island Wives or Hideshi Hino\'S Theater Of Horror?","Which film was released later, Island Wives or Hideshi Hino\'S Theater Of Horror?",1.0,0.25,1.0,0.0,Correct,1,1,earlier,later
2wiki-e9c6164108ef11ebbda8ac1f6bf848b6,False,True,True,True,"Polina Edmunds (born May 18,",Polina Edmunds is younger than Ewa,switched,"Who is older, Polina Edmunds or Ewa Gawryluk?","Who is younger, Polina Edmunds or Ewa Gawryluk?",0.0,0.5,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-a82ca94808d211ebbd96ac1f6bf848b6,False,False,False,True,,Edmond De Stoutz. Edmond De,switched,"Who died earlier, Bridie Gallagher or Edmond De Stoutz?","Who died later, Bridie Gallagher or Edmond De Stoutz?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
hotpot-5a7cb0605542996dd594b988,True,False,True,False,Moana. The film Moana was released earlier,"Jagga Jasoos (English: """,orig,"What movie was released earlier, Moana and Jagga Jasoos?","What movie was released later, Moana and Jagga Jasoos?",0.2222222222222222,0.5714285714285715,0.0,0.0,Correct,1,1,earlier,later
2wiki-02091b78085811ebbd5aac1f6bf848b6,True,False,True,False,Larrie Londin,Mario Gómez Martín,orig,Who was born first out of Larrie Londin and Mario Gómez Martín?,Who was born last out of Larrie Londin and Mario Gómez Martín?,1.0,1.0,1.0,1.0,Correct,1,1,first,last
2wiki-c7757eb208a111ebbd79ac1f6bf848b6,True,False,True,False,The Great Sioux Massacre was released earlier.,"Korengal. In 2014, Korengal",switched,"Which film came out earlier, Korengal or The Great Sioux Massacre?","Which film came out later, Korengal or The Great Sioux Massacre?",0.6666666666666666,0.2857142857142857,0.0,0.0,Correct,1,1,earlier,later
2wiki-88a3ad78091911ebbdaeac1f6bf848b6,True,False,False,True,The Season Of Men ( Film) (translit,The Season Of Men (2000) was screened in,orig,"Which film came out earlier, Alice In Murderland (Film) or The Season Of Men?","Which film came out later, Alice In Murderland (Film) or The Season Of Men?",0.7272727272727273,0.0,0.0,0.0,Fail,1,0,earlier,later
